date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:00:03	17274/17274	---M--	200	added ('OK')	image/jpeg	etag:%22437a-654344fe-e88b0ac345b88868;;;%22	https://html.ditsolution.net/royella/assets/images/home-1/room-2.jpg	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/assets/images/home-1/room-2.jpg	(from https://html.ditsolution.net/royella/index.html)
11:00:04	17753/17753	---M--	200	added ('OK')	image/jpeg	etag:%224559-654344fe-afaf889c42751d29;;;%22	https://html.ditsolution.net/royella/assets/images/home-1/room-3.jpg	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/assets/images/home-1/room-3.jpg	(from https://html.ditsolution.net/royella/index.html)
11:00:04	183516/183516	---M--	200	added ('OK')	image/png	etag:%222ccdc-654344fc-c30f39444206cbb2;;;%22	https://html.ditsolution.net/royella/assets/images/home-1/about-thumb.png	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/assets/images/home-1/about-thumb.png	(from https://html.ditsolution.net/royella/index.html)
11:00:04	45450/45450	---M--	200	added ('OK')	image/jpeg	etag:%22b18a-654344fc-de49228c90c88d91;;;%22	https://html.ditsolution.net/royella/assets/images/home-1/about-thumb-2.jpg	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/assets/images/home-1/about-thumb-2.jpg	(from https://html.ditsolution.net/royella/index.html)
11:00:05	680/680	---M--	200	added ('OK')	image/png	etag:%222a8-654344fd-5030402009789f1f;;;%22	https://html.ditsolution.net/royella/assets/images/home-1/feature-1.png	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/assets/images/home-1/feature-1.png	(from https://html.ditsolution.net/royella/index.html)
11:00:05	855/855	---M--	200	added ('OK')	image/png	etag:%22357-654344fd-dfc548d313052fcf;;;%22	https://html.ditsolution.net/royella/assets/images/home-1/feature-2.png	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/assets/images/home-1/feature-2.png	(from https://html.ditsolution.net/royella/index.html)
11:00:05	649/649	---M--	200	added ('OK')	image/png	etag:%22289-654344fd-4563ea45216b2de4;;;%22	https://html.ditsolution.net/royella/assets/images/home-1/feature-3.png	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/assets/images/home-1/feature-3.png	(from https://html.ditsolution.net/royella/index.html)
11:00:05	692/692	---M--	200	added ('OK')	image/png	etag:%222b4-654344fd-e2976299b8ee368e;;;%22	https://html.ditsolution.net/royella/assets/images/home-1/feature-4.png	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/assets/images/home-1/feature-4.png	(from https://html.ditsolution.net/royella/index.html)
11:00:05	858/858	---M--	200	added ('OK')	image/png	etag:%2235a-654344fd-51714448cd9a2138;;;%22	https://html.ditsolution.net/royella/assets/images/home-1/feature-5.png	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/assets/images/home-1/feature-5.png	(from https://html.ditsolution.net/royella/index.html)
11:00:06	4583/4583	---M--	200	added ('OK')	image/png	etag:%2211e7-654344fd-980b0b9c6baed6;;;%22	https://html.ditsolution.net/royella/assets/images/home-1/call-do-action-img.png	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/assets/images/home-1/call-do-action-img.png	(from https://html.ditsolution.net/royella/index.html)
11:00:06	39968/39968	---M--	200	added ('OK')	image/jpeg	etag:%229c20-654344fd-18b3371bbb6ec882;;;%22	https://html.ditsolution.net/royella/assets/images/home-1/facilities-thumb-1.jpg	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/assets/images/home-1/facilities-thumb-1.jpg	(from https://html.ditsolution.net/royella/index.html)
11:00:06	56343/56343	---M--	200	added ('OK')	image/jpeg	etag:%22dc17-654344fd-87aa77260e5f9c51;;;%22	https://html.ditsolution.net/royella/assets/images/home-1/facilities-thumb-2.jpg	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/assets/images/home-1/facilities-thumb-2.jpg	(from https://html.ditsolution.net/royella/index.html)
11:00:06	41314/41314	---M--	200	added ('OK')	image/jpeg	etag:%22a162-654344fd-47d6c187b32cf232;;;%22	https://html.ditsolution.net/royella/assets/images/home-1/facilities-thumb-3.jpg	C:/Users/Arya/Desktop/crown/html.ditsolution.net/royella/assets/images/home-1/facilities-thumb-3.jpg	(from https://html.ditsolution.net/royella/index.html)
